trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,landmark_images,text.started,text_3.started,key_resp.started,key_resp.keys,key_resp.rt,text_4.started,key_resp_2.started,key_resp_2.keys,key_resp_2.rt,imageLandmarks.started,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,44.703033880003204,49.69531857200491,49.69531857200491,space,1.8565711169940187,,,,,,080297,001,2022-11-28_15h05.25.641,nh_sess1,2022.2.4,None,
,,,,,,,,,,51.619351478999306,51.619351478999306,space,0.3328329829964787,,080297,001,2022-11-28_15h05.25.641,nh_sess1,2022.2.4,None,
,,,,,,,,,,,,,,52.05371878900041,,,,,,,
