trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,text.started,key_resp.started,text_3.started,key_resp.keys,key_resp.rt,key_resp_2.started,text_4.started,key_resp_2.keys,key_resp_2.rt,imageLandmarks.started,text_2.started,participant,session,date,expName,psychopyVersion,frameRate,
,,,,15.364455322007416,20.364206104015466,20.364206104015466,space,1.4282181480084546,,,,,,,609168,001,2022-10-25_13h00.10.362,nh_sess1,2022.2.4,59.641632637588515,
,,,,,,,,,21.83018228999572,21.83018228999572,space,1.3021430420049,,,609168,001,2022-10-25_13h00.10.362,nh_sess1,2022.2.4,59.641632637588515,
,,,,,,,,,,,,,93.20557403500425,98.17880615699687,,,,,,,
