landmark_imagesA,landmark_imagesB,landmark_imagesC,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,text.started,text_3.started,key_resp.started,key_resp.keys,key_resp.rt,text_4.started,key_resp_2.started,key_resp_2.keys,key_resp_2.rt,salience_text.started,salience_resp.started,image_LandmarkA.started,image_LandmarkB.started,image_LandmarkC.started,salience_resp.keys,salience_resp.rt,visualcomplexity_text.started,visualcomplexity_resp.started,visualcomplexity_resp.keys,visualcomplexity_resp.rt,landmarkName_text.started,feedbackText.started,endButton.started,mouse.started,feedbackText.text,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.time,mouse.clicked_name,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,17.293597952004347,22.29038632200536,22.29038632200536,space,1.3263940300021204,,,,,,,,,,,,,,,,,,,,,,,,,,,,078723,001,2022-11-28_16h06.07.538,nh_sess1,2022.2.4,None,
,,,,,,,,,,,,23.641326409000612,23.641326409000612,space,0.43264124899724266,,,,,,,,,,,,,,,,,,,,,,,,078723,001,2022-11-28_16h06.07.538,nh_sess1,2022.2.4,None,
images/Landmark3.png,images/Landmark7.png,images/Landmark11.png,0,0,0,2,,,,,,,,,,24.170838580001146,24.170838580001146,24.170838580001146,24.170838580001146,24.170838580001146,['2'],[10.728964708992862],34.93629290100216,34.93629290100216,['2'],[0.5231934629919124],35.49771723700542,35.49771723700542,35.49771723700542,0.00040190199797507375,basket,[-0.005714285714285714],[-0.319047619047619],[1],[0],[0],[3.958560393002699],['endButton'],078723,001,2022-11-28_16h06.07.538,nh_sess1,2022.2.4,None,
,,,,,,,,,,,,,,,,39.48694095999963,39.48694095999963,39.48694095999963,39.48694095999963,39.48694095999963,,,,,,,,,,,,,,,,,,,,,,,,,
