2.7264 	WARNING 	We strongly recommend you activate the PTB sound engine in PsychoPy prefs as the preferred audio engine. Its timing is vastly superior. Your prefs are currently set to use ['sounddevice', 'PTB', 'pyo', 'pygame'] (in that order).
20.0716 	EXP 	Created visualcomplexity_text = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoDraw=False, autoLog=True, bold=False, color=array([1, 1, 1]), colorSpace='rgb', contrast=1.0, depth=0.0, flipHoriz=False, flipVert=False, font='Open Sans', fontFiles=[], height=0.05, italic=False, languageStyle='LTR', name='visualcomplexity_text', opacity=1.0, ori=0.0, pos=array([0., 0.]), rgb=UNKNOWN, text=str(...), units='height', win=Window(...), wrapWidth=1)
20.0757 	EXP 	Created landmarkName_text = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoDraw=False, autoLog=True, bold=False, color=array([1, 1, 1]), colorSpace='rgb', contrast=1.0, depth=0.0, flipHoriz=False, flipVert=False, font='Open Sans', fontFiles=[], height=0.05, italic=False, languageStyle='LTR', name='landmarkName_text', opacity=1.0, ori=0.0, pos=array([0., 0.]), rgb=UNKNOWN, text='What would you name this object?\n', units='height', win=Window(...), wrapWidth=1)
20.0765 	EXP 	Created text_5 = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoDraw=False, autoLog=True, bold=False, color=array([1, 1, 1]), colorSpace='rgb', contrast=1.0, depth=-2.0, flipHoriz=False, flipVert=False, font='Open Sans', fontFiles=[], height=0.05, italic=False, languageStyle='LTR', name='text_5', opacity=1.0, ori=0.0, pos=array([ 0. , -0.1]), rgb=UNKNOWN, text='', units='height', win=Window(...), wrapWidth=1)
20.0817 	EXP 	Created text_2 = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoDraw=False, autoLog=True, bold=False, color=array([1, 1, 1]), colorSpace='rgb', contrast=1.0, depth=0.0, flipHoriz=False, flipVert=False, font='Open Sans', fontFiles=[], height=0.05, italic=False, languageStyle='LTR', name='text_2', opacity=1.0, ori=0.0, pos=array([0., 0.]), rgb=UNKNOWN, text=str(...), units='height', win=Window(...), wrapWidth=1)
20.1121 	EXP 	text: autoDraw = True
20.7550 	DATA 	Keypress: space
25.1026 	EXP 	text: autoDraw = False
25.1026 	EXP 	text_3: autoDraw = True
26.0571 	DATA 	Keypress: space
26.0698 	EXP 	text_3: autoDraw = False
26.0698 	EXP 	text_4: autoDraw = True
26.9108 	EXP 	Imported landmark_stims.xlsx as conditions, 15 conditions, 1 params
26.9117 	EXP 	Created sequence: random, trialTypes=15, nReps=1, seed=None
26.9120 	EXP 	New trial (rep=0, index=0): {'landmark_images': 'images/Landmark8.png'}
26.9505 	DATA 	Keypress: space
26.9672 	EXP 	text_4: autoDraw = False
26.9672 	EXP 	imageLandmarks: image = 'images/Landmark8.png'
26.9672 	EXP 	imageLandmarks: autoDraw = True
31.9105 	EXP 	imageLandmarks: autoDraw = False
31.9105 	EXP 	salience_text: autoDraw = True
33.3616 	DATA 	Keypress: 2
33.3735 	EXP 	salience_text: autoDraw = False
33.3735 	EXP 	visualcomplexity_text: autoDraw = True
33.7221 	DATA 	Keypress: 3
33.7340 	EXP 	visualcomplexity_text: autoDraw = False
33.7340 	EXP 	landmarkName_text: autoDraw = True
33.7340 	EXP 	text_5: autoDraw = True
33.7340 	EXP 	text_5: height = 0.05
33.7340 	EXP 	text_5: height = 0.05
33.7340 	EXP 	text_5: height = 0.05
33.7340 	EXP 	text_5: text = ''
35.2365 	DATA 	Keypress: l
35.3891 	DATA 	Keypress: a
35.5592 	DATA 	Keypress: u
35.7421 	DATA 	Keypress: n
36.3614 	DATA 	Keypress: d
36.5419 	DATA 	Keypress: r
36.7141 	DATA 	Keypress: y
36.8428 	DATA 	Keypress: space
37.6616 	DATA 	Keypress: b
37.7874 	DATA 	Keypress: a
37.9453 	DATA 	Keypress: s
38.0850 	DATA 	Keypress: k
38.6730 	DATA 	Keypress: e
38.8587 	DATA 	Keypress: t
39.2653 	EXP 	New trial (rep=0, index=1): {'landmark_images': 'images/Landmark2.png'}
39.2792 	DATA 	Keypress: return
39.2927 	EXP 	landmarkName_text: autoDraw = False
39.2927 	EXP 	text_5: autoDraw = False
39.2927 	EXP 	imageLandmarks: image = 'images/Landmark2.png'
39.2927 	EXP 	imageLandmarks: autoDraw = True
44.2838 	EXP 	imageLandmarks: autoDraw = False
44.2838 	EXP 	salience_text: autoDraw = True
45.4955 	DATA 	Keypress: 2
45.5072 	EXP 	salience_text: autoDraw = False
45.5072 	EXP 	visualcomplexity_text: autoDraw = True
46.4054 	DATA 	Keypress: 3
46.4172 	EXP 	visualcomplexity_text: autoDraw = False
46.4172 	EXP 	landmarkName_text: autoDraw = True
46.4172 	EXP 	text_5: autoDraw = True
48.2044 	DATA 	Keypress: w
48.2468 	DATA 	Keypress: i
48.4366 	DATA 	Keypress: c
48.5171 	DATA 	Keypress: k
48.6331 	DATA 	Keypress: e
48.7509 	DATA 	Keypress: r
48.9337 	DATA 	Keypress: space
49.7618 	DATA 	Keypress: b
49.9153 	DATA 	Keypress: a
49.9595 	DATA 	Keypress: s
50.0038 	DATA 	Keypress: s
50.1866 	DATA 	Keypress: k
50.3527 	DATA 	Keypress: e
50.5374 	DATA 	Keypress: t
51.0811 	DATA 	Keypress: backspace
51.2440 	DATA 	Keypress: backspace
51.4093 	DATA 	Keypress: backspace
51.5885 	DATA 	Keypress: backspace
52.6874 	DATA 	Keypress: k
52.8242 	DATA 	Keypress: e
53.0051 	DATA 	Keypress: t
53.3226 	EXP 	New trial (rep=0, index=2): {'landmark_images': 'images/Landmark11.png'}
53.3330 	DATA 	Keypress: return
53.3465 	EXP 	landmarkName_text: autoDraw = False
53.3465 	EXP 	text_5: autoDraw = False
53.3465 	EXP 	imageLandmarks: image = 'images/Landmark11.png'
53.3465 	EXP 	imageLandmarks: autoDraw = True
58.3515 	EXP 	imageLandmarks: autoDraw = False
58.3515 	EXP 	salience_text: autoDraw = True
60.1552 	DATA 	Keypress: 2
60.1671 	EXP 	salience_text: autoDraw = False
60.1671 	EXP 	visualcomplexity_text: autoDraw = True
61.4077 	DATA 	Keypress: 1
61.4197 	EXP 	visualcomplexity_text: autoDraw = False
61.4197 	EXP 	landmarkName_text: autoDraw = True
61.4197 	EXP 	text_5: autoDraw = True
64.7674 	DATA 	Keypress: b
64.9281 	DATA 	Keypress: r
65.6388 	DATA 	Keypress: o
65.7749 	DATA 	Keypress: w
65.8902 	DATA 	Keypress: n
68.2156 	DATA 	Keypress: space
68.4542 	DATA 	Keypress: rshift
68.6161 	DATA 	Keypress: b
68.8543 	DATA 	Keypress: rshift
69.7081 	DATA 	Keypress: a
70.5334 	DATA 	Keypress: s
70.6854 	DATA 	Keypress: k
70.8368 	DATA 	Keypress: e
71.0708 	DATA 	Keypress: t
71.8607 	EXP 	New trial (rep=0, index=3): {'landmark_images': 'images/Landmark3.png'}
71.8742 	DATA 	Keypress: return
71.8869 	EXP 	landmarkName_text: autoDraw = False
71.8869 	EXP 	text_5: autoDraw = False
71.8869 	EXP 	imageLandmarks: image = 'images/Landmark3.png'
71.8869 	EXP 	imageLandmarks: autoDraw = True
76.8984 	EXP 	imageLandmarks: autoDraw = False
76.8984 	EXP 	salience_text: autoDraw = True
79.7492 	DATA 	Keypress: 2
79.7616 	EXP 	salience_text: autoDraw = False
79.7616 	EXP 	visualcomplexity_text: autoDraw = True
80.0259 	DATA 	Keypress: 2
80.0379 	EXP 	visualcomplexity_text: autoDraw = False
80.0379 	EXP 	landmarkName_text: autoDraw = True
80.0379 	EXP 	text_5: autoDraw = True
81.1490 	DATA 	Keypress: r
81.2450 	DATA 	Keypress: e
81.4152 	DATA 	Keypress: d
81.5415 	DATA 	Keypress: space
81.6943 	DATA 	Keypress: d
82.2106 	DATA 	Keypress: b
82.3645 	DATA 	Keypress: a
82.5486 	DATA 	Keypress: s
82.5732 	DATA 	Keypress: k
82.7937 	DATA 	Keypress: e
83.3347 	DATA 	Keypress: backspace
83.4806 	DATA 	Keypress: backspace
83.6094 	DATA 	Keypress: backspace
83.7381 	DATA 	Keypress: backspace
83.9017 	DATA 	Keypress: backspace
84.1695 	DATA 	Keypress: backspace
84.7579 	DATA 	Keypress: b
84.8964 	DATA 	Keypress: a
85.0317 	DATA 	Keypress: s
85.1047 	DATA 	Keypress: k
85.2710 	DATA 	Keypress: e
85.4533 	DATA 	Keypress: t
85.7954 	EXP 	New trial (rep=0, index=4): {'landmark_images': 'images/Landmark9.png'}
85.8082 	DATA 	Keypress: return
85.8215 	EXP 	landmarkName_text: autoDraw = False
85.8215 	EXP 	text_5: autoDraw = False
85.8215 	EXP 	imageLandmarks: image = 'images/Landmark9.png'
85.8215 	EXP 	imageLandmarks: autoDraw = True
90.8260 	EXP 	imageLandmarks: autoDraw = False
90.8260 	EXP 	salience_text: autoDraw = True
92.0719 	DATA 	Keypress: 2
92.0837 	EXP 	salience_text: autoDraw = False
92.0837 	EXP 	visualcomplexity_text: autoDraw = True
92.3815 	DATA 	Keypress: 1
92.3931 	EXP 	visualcomplexity_text: autoDraw = False
92.3931 	EXP 	landmarkName_text: autoDraw = True
92.3931 	EXP 	text_5: autoDraw = True
93.6078 	DATA 	Keypress: f
93.7272 	DATA 	Keypress: l
93.8788 	DATA 	Keypress: o
93.9917 	DATA 	Keypress: w
94.1374 	DATA 	Keypress: e
94.3222 	DATA 	Keypress: r
94.5047 	DATA 	Keypress: space
95.3937 	DATA 	Keypress: b
95.5527 	DATA 	Keypress: a
95.7210 	DATA 	Keypress: s
95.8530 	DATA 	Keypress: k
96.0021 	DATA 	Keypress: e
96.2044 	DATA 	Keypress: t
96.4421 	EXP 	New trial (rep=0, index=5): {'landmark_images': 'images/Landmark4.png'}
96.4577 	DATA 	Keypress: return
96.4715 	EXP 	landmarkName_text: autoDraw = False
96.4715 	EXP 	text_5: autoDraw = False
96.4715 	EXP 	imageLandmarks: image = 'images/Landmark4.png'
96.4715 	EXP 	imageLandmarks: autoDraw = True
101.4653 	EXP 	imageLandmarks: autoDraw = False
101.4653 	EXP 	salience_text: autoDraw = True
103.3309 	DATA 	Keypress: 2
103.3424 	EXP 	salience_text: autoDraw = False
103.3424 	EXP 	visualcomplexity_text: autoDraw = True
103.6751 	DATA 	Keypress: 1
103.6872 	EXP 	visualcomplexity_text: autoDraw = False
103.6872 	EXP 	landmarkName_text: autoDraw = True
103.6872 	EXP 	text_5: autoDraw = True
105.7212 	DATA 	Keypress: b
105.8738 	DATA 	Keypress: r
106.0074 	DATA 	Keypress: o
107.0874 	DATA 	Keypress: w
107.2068 	DATA 	Keypress: n
108.2486 	DATA 	Keypress: backspace
108.3968 	DATA 	Keypress: backspace
108.5393 	DATA 	Keypress: backspace
108.6697 	DATA 	Keypress: backspace
108.8362 	DATA 	Keypress: backspace
109.5691 	DATA 	Keypress: t
110.0631 	DATA 	Keypress: a
110.2666 	DATA 	Keypress: n
110.4010 	DATA 	Keypress: space
110.9236 	DATA 	Keypress: backspace
111.0718 	DATA 	Keypress: backspace
111.2157 	DATA 	Keypress: backspace
111.3932 	DATA 	Keypress: backspace
111.5544 	DATA 	Keypress: backspace
111.9243 	DATA 	Keypress: b
112.1593 	DATA 	Keypress: i
112.3106 	DATA 	Keypress: e
112.5369 	DATA 	Keypress: g
113.4097 	DATA 	Keypress: e
113.5990 	DATA 	Keypress: space
114.6549 	DATA 	Keypress: backspace
114.7842 	DATA 	Keypress: backspace
114.9216 	DATA 	Keypress: backspace
115.0855 	DATA 	Keypress: backspace
115.2201 	DATA 	Keypress: backspace
115.8034 	DATA 	Keypress: e
115.9178 	DATA 	Keypress: i
116.1337 	DATA 	Keypress: g
116.3349 	DATA 	Keypress: e
117.1806 	DATA 	Keypress: space
117.9971 	DATA 	Keypress: b
118.1513 	DATA 	Keypress: a
118.8578 	DATA 	Keypress: s
118.9935 	DATA 	Keypress: k
119.4050 	DATA 	Keypress: e
119.6236 	DATA 	Keypress: t
119.8503 	EXP 	New trial (rep=0, index=6): {'landmark_images': 'images/Landmark6.png'}
119.8639 	DATA 	Keypress: return
119.8782 	EXP 	landmarkName_text: autoDraw = False
119.8782 	EXP 	text_5: autoDraw = False
119.8782 	EXP 	imageLandmarks: image = 'images/Landmark6.png'
119.8782 	EXP 	imageLandmarks: autoDraw = True
124.8802 	EXP 	imageLandmarks: autoDraw = False
124.8802 	EXP 	salience_text: autoDraw = True
128.4783 	DATA 	Keypress: 2
128.4906 	EXP 	salience_text: autoDraw = False
128.4906 	EXP 	visualcomplexity_text: autoDraw = True
128.7292 	DATA 	Keypress: 1
128.7411 	EXP 	visualcomplexity_text: autoDraw = False
128.7411 	EXP 	landmarkName_text: autoDraw = True
128.7411 	EXP 	text_5: autoDraw = True
141.3687 	DATA 	Keypress: m
142.3310 	DATA 	Keypress: u
142.4998 	DATA 	Keypress: d
142.6533 	DATA 	Keypress: space
142.9114 	DATA 	Keypress: b
143.2049 	DATA 	Keypress: a
143.4066 	DATA 	Keypress: s
143.6772 	DATA 	Keypress: k
143.8442 	DATA 	Keypress: e
144.1742 	DATA 	Keypress: t
144.9221 	DATA 	Keypress: rshift
145.5060 	DATA 	Keypress: question
146.1250 	EXP 	New trial (rep=0, index=7): {'landmark_images': 'images/Landmark10.png'}
146.1356 	DATA 	Keypress: return
146.1493 	EXP 	landmarkName_text: autoDraw = False
146.1493 	EXP 	text_5: autoDraw = False
146.1493 	EXP 	imageLandmarks: image = 'images/Landmark10.png'
146.1493 	EXP 	imageLandmarks: autoDraw = True
151.1462 	EXP 	imageLandmarks: autoDraw = False
151.1462 	EXP 	salience_text: autoDraw = True
152.5764 	DATA 	Keypress: 2
152.5885 	EXP 	salience_text: autoDraw = False
152.5885 	EXP 	visualcomplexity_text: autoDraw = True
152.9206 	DATA 	Keypress: 1
152.9325 	EXP 	visualcomplexity_text: autoDraw = False
152.9325 	EXP 	landmarkName_text: autoDraw = True
152.9325 	EXP 	text_5: autoDraw = True
153.8818 	DATA 	Keypress: g
153.9930 	DATA 	Keypress: r
154.2093 	DATA 	Keypress: e
154.3737 	DATA 	Keypress: e
154.4910 	DATA 	Keypress: n
154.6046 	DATA 	Keypress: space
155.1244 	DATA 	Keypress: w
155.2224 	DATA 	Keypress: i
155.3870 	DATA 	Keypress: c
155.5008 	DATA 	Keypress: k
155.6335 	DATA 	Keypress: e
155.8188 	DATA 	Keypress: t
156.4175 	DATA 	Keypress: backspace
156.5639 	DATA 	Keypress: r
156.7537 	DATA 	Keypress: space
157.1195 	DATA 	Keypress: b
157.3216 	DATA 	Keypress: a
157.4681 	DATA 	Keypress: s
157.6038 	DATA 	Keypress: k
157.7871 	DATA 	Keypress: e
157.9476 	DATA 	Keypress: t
158.3897 	EXP 	New trial (rep=0, index=8): {'landmark_images': 'images/Landmark1.png'}
158.4126 	DATA 	Keypress: return
158.4254 	EXP 	landmarkName_text: autoDraw = False
158.4254 	EXP 	text_5: autoDraw = False
158.4254 	EXP 	imageLandmarks: image = 'images/Landmark1.png'
158.4254 	EXP 	imageLandmarks: autoDraw = True
163.4185 	EXP 	imageLandmarks: autoDraw = False
163.4185 	EXP 	salience_text: autoDraw = True
164.9361 	DATA 	Keypress: 2
164.9484 	EXP 	salience_text: autoDraw = False
164.9484 	EXP 	visualcomplexity_text: autoDraw = True
165.1734 	DATA 	Keypress: 1
165.1851 	EXP 	visualcomplexity_text: autoDraw = False
165.1851 	EXP 	landmarkName_text: autoDraw = True
165.1851 	EXP 	text_5: autoDraw = True
166.2359 	DATA 	Keypress: m
166.3159 	DATA 	Keypress: e
166.5183 	DATA 	Keypress: t
166.6526 	DATA 	Keypress: t
166.9420 	DATA 	Keypress: a
167.3660 	DATA 	Keypress: backspace
167.5150 	DATA 	Keypress: backspace
167.7173 	DATA 	Keypress: a
167.8367 	DATA 	Keypress: l
168.0568 	DATA 	Keypress: space
169.8960 	DATA 	Keypress: b
170.1145 	DATA 	Keypress: a
170.2878 	DATA 	Keypress: s
170.4194 	DATA 	Keypress: k
170.8633 	DATA 	Keypress: r
171.3244 	DATA 	Keypress: backspace
171.4192 	DATA 	Keypress: e
171.6239 	DATA 	Keypress: t
171.7742 	DATA 	Keypress: space
172.1839 	DATA 	Keypress: w
172.3161 	DATA 	Keypress: i
172.4510 	DATA 	Keypress: t
172.5987 	DATA 	Keypress: h
172.7825 	DATA 	Keypress: space
176.1341 	DATA 	Keypress: r
176.3414 	DATA 	Keypress: e
176.5932 	DATA 	Keypress: d
176.7335 	DATA 	Keypress: space
177.9708 	DATA 	Keypress: h
178.1067 	DATA 	Keypress: a
178.2740 	DATA 	Keypress: n
178.8153 	DATA 	Keypress: f
178.9882 	DATA 	Keypress: l
179.1361 	DATA 	Keypress: e
179.5389 	DATA 	Keypress: backspace
179.7039 	DATA 	Keypress: backspace
179.9640 	DATA 	Keypress: backspace
180.1777 	DATA 	Keypress: d
180.3335 	DATA 	Keypress: l
180.5149 	DATA 	Keypress: e
180.7371 	DATA 	Keypress: s
181.4486 	EXP 	New trial (rep=0, index=9): {'landmark_images': 'images/Landmark15.png'}
181.4624 	DATA 	Keypress: return
181.4752 	EXP 	landmarkName_text: autoDraw = False
181.4752 	EXP 	text_5: autoDraw = False
181.4752 	EXP 	imageLandmarks: image = 'images/Landmark15.png'
181.4752 	EXP 	imageLandmarks: autoDraw = True
186.4675 	EXP 	imageLandmarks: autoDraw = False
186.4675 	EXP 	salience_text: autoDraw = True
187.7514 	DATA 	Keypress: 2
187.7628 	EXP 	salience_text: autoDraw = False
187.7628 	EXP 	visualcomplexity_text: autoDraw = True
188.0727 	DATA 	Keypress: 1
188.0844 	EXP 	visualcomplexity_text: autoDraw = False
188.0844 	EXP 	landmarkName_text: autoDraw = True
188.0844 	EXP 	text_5: autoDraw = True
189.2258 	DATA 	Keypress: w
189.4453 	DATA 	Keypress: o
189.6029 	DATA 	Keypress: o
189.7117 	DATA 	Keypress: d
189.8259 	DATA 	Keypress: e
189.9513 	DATA 	Keypress: n
190.0812 	DATA 	Keypress: space
192.9893 	DATA 	Keypress: l
193.1815 	DATA 	Keypress: a
193.8617 	DATA 	Keypress: backspace
194.1556 	DATA 	Keypress: o
194.4193 	DATA 	Keypress: u
194.5159 	DATA 	Keypress: n
194.7792 	DATA 	Keypress: g
195.0105 	DATA 	Keypress: e
195.3935 	DATA 	Keypress: space
195.8805 	DATA 	Keypress: c
196.0166 	DATA 	Keypress: h
196.1508 	DATA 	Keypress: a
196.2748 	DATA 	Keypress: i
196.4301 	DATA 	Keypress: r
196.7738 	EXP 	New trial (rep=0, index=10): {'landmark_images': 'images/Landmark5.png'}
196.7848 	DATA 	Keypress: return
196.7984 	EXP 	landmarkName_text: autoDraw = False
196.7984 	EXP 	text_5: autoDraw = False
196.7984 	EXP 	imageLandmarks: image = 'images/Landmark5.png'
196.7984 	EXP 	imageLandmarks: autoDraw = True
201.7923 	EXP 	imageLandmarks: autoDraw = False
201.7923 	EXP 	salience_text: autoDraw = True
203.3720 	DATA 	Keypress: 2
203.3841 	EXP 	salience_text: autoDraw = False
203.3841 	EXP 	visualcomplexity_text: autoDraw = True
203.7151 	DATA 	Keypress: 1
203.7265 	EXP 	visualcomplexity_text: autoDraw = False
203.7265 	EXP 	landmarkName_text: autoDraw = True
203.7265 	EXP 	text_5: autoDraw = True
204.5827 	DATA 	Keypress: w
204.7086 	DATA 	Keypress: i
204.8286 	DATA 	Keypress: c
204.9673 	DATA 	Keypress: k
205.0431 	DATA 	Keypress: e
205.1907 	DATA 	Keypress: r
205.3383 	DATA 	Keypress: space
206.6484 	DATA 	Keypress: b
206.7862 	DATA 	Keypress: a
207.0225 	DATA 	Keypress: c
207.2339 	DATA 	Keypress: k
207.6544 	DATA 	Keypress: backspace
207.8183 	DATA 	Keypress: backspace
207.9861 	DATA 	Keypress: s
208.0866 	DATA 	Keypress: k
208.2864 	DATA 	Keypress: e
208.5212 	DATA 	Keypress: t
208.7675 	DATA 	Keypress: space
209.2372 	DATA 	Keypress: w
209.3169 	DATA 	Keypress: i
209.4701 	DATA 	Keypress: t
209.6189 	DATA 	Keypress: h
209.7916 	DATA 	Keypress: space
219.9717 	DATA 	Keypress: g
220.1047 	DATA 	Keypress: o
220.2702 	DATA 	Keypress: l
220.4492 	DATA 	Keypress: d
220.5060 	DATA 	Keypress: space
220.7966 	DATA 	Keypress: l
221.3384 	DATA 	Keypress: a
221.6652 	DATA 	Keypress: t
221.9260 	DATA 	Keypress: c
222.0338 	DATA 	Keypress: h
222.5378 	EXP 	New trial (rep=0, index=11): {'landmark_images': 'images/Landmark12.png'}
222.5507 	DATA 	Keypress: return
222.5642 	EXP 	landmarkName_text: autoDraw = False
222.5642 	EXP 	text_5: autoDraw = False
222.5642 	EXP 	imageLandmarks: image = 'images/Landmark12.png'
222.5642 	EXP 	imageLandmarks: autoDraw = True
227.5574 	EXP 	imageLandmarks: autoDraw = False
227.5574 	EXP 	salience_text: autoDraw = True
232.6731 	DATA 	Keypress: 4
232.6849 	EXP 	salience_text: autoDraw = False
232.6849 	EXP 	visualcomplexity_text: autoDraw = True
234.4728 	DATA 	Keypress: 3
234.4843 	EXP 	visualcomplexity_text: autoDraw = False
234.4843 	EXP 	landmarkName_text: autoDraw = True
234.4843 	EXP 	text_5: autoDraw = True
236.0247 	DATA 	Keypress: w
236.1784 	DATA 	Keypress: o
236.3211 	DATA 	Keypress: o
236.4329 	DATA 	Keypress: d
236.5790 	DATA 	Keypress: e
236.8346 	DATA 	Keypress: n
239.7231 	DATA 	Keypress: backspace
239.9438 	DATA 	Keypress: backspace
240.1246 	DATA 	Keypress: backspace
240.6095 	DATA 	Keypress: backspace
240.9494 	DATA 	Keypress: backspace
241.2723 	DATA 	Keypress: backspace
242.7080 	DATA 	Keypress: w
242.8259 	DATA 	Keypress: i
243.0641 	DATA 	Keypress: c
243.2296 	DATA 	Keypress: k
243.3394 	DATA 	Keypress: e
243.5183 	DATA 	Keypress: r
243.9566 	DATA 	Keypress: space
246.7331 	DATA 	Keypress: b
247.0423 	DATA 	Keypress: o
247.5039 	DATA 	Keypress: x
247.7562 	EXP 	New trial (rep=0, index=12): {'landmark_images': 'images/Landmark13.png'}
247.7717 	DATA 	Keypress: return
247.7840 	EXP 	landmarkName_text: autoDraw = False
247.7840 	EXP 	text_5: autoDraw = False
247.7840 	EXP 	imageLandmarks: image = 'images/Landmark13.png'
247.7840 	EXP 	imageLandmarks: autoDraw = True
252.7830 	EXP 	imageLandmarks: autoDraw = False
252.7830 	EXP 	salience_text: autoDraw = True
254.6005 	DATA 	Keypress: 4
254.6122 	EXP 	salience_text: autoDraw = False
254.6122 	EXP 	visualcomplexity_text: autoDraw = True
