text.started,key_resp.started,text_3.started,key_resp.keys,key_resp.rt,key_resp_2.started,text_4.started,key_resp_2.keys,key_resp_2.rt,participant,session,date,expName,psychopyVersion,frameRate,
18.507354886998655,23.520039708004333,23.520039708004333,space,2.5614357409940567,,,,,886688,001,2022-10-25_12h58.13.525,nh_sess1,2022.2.4,59.643896121549815,
,,,,,26.10982127301395,26.10982127301395,space,0.4886459879926406,886688,001,2022-10-25_12h58.13.525,nh_sess1,2022.2.4,59.643896121549815,
