text.started,key_resp.started,text_3.started,key_resp.keys,key_resp.rt,key_resp_2.started,text_4.started,key_resp_2.keys,key_resp_2.rt,participant,session,date,expName,psychopyVersion,frameRate,
19.60097165897605,24.596591748995706,24.596591748995706,space,5.249665076000383,,,,,228194,001,2022-10-25_12h53.17.671,nh_sess1,2022.2.4,60.02320724490127,
,,,,,29.894336802972248,29.894336802972248,space,6.79939513001591,228194,001,2022-10-25_12h53.17.671,nh_sess1,2022.2.4,60.02320724490127,
