trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,text.started,text_3.started,key_resp.started,key_resp.keys,key_resp.rt,text_4.started,key_resp_2.started,key_resp_2.keys,key_resp_2.rt,imageLandmarks.started,salience_text.started,salience_resp.started,salience_resp.keys,salience_resp.rt,visualcomplexity_text.started,visualcomplexity_resp.started,visualcomplexity_resp.keys,visualcomplexity_resp.rt,landmarkName_text.started,landmarkName_resp.started,text_5.started,landmarkName_resp.keys,landmarkName_resp.rt,nameFeedback,text_2.started,participant,session,date,expName,psychopyVersion,frameRate,
,,,,20.112116871023318,25.102574407006614,25.102574407006614,space,0.9372637019841932,,,,,,,,,,,,,,,,,,,,,414578,001,2022-10-25_16h59.15.751,nh_sess1,2022.2.4,None,
,,,,,,,,,26.069798124022782,26.069798124022782,space,0.8035342450020835,,,,,,,,,,,,,,,,,414578,001,2022-10-25_16h59.15.751,nh_sess1,2022.2.4,None,
,,,,,,,,,,,,,298.47515956300776,303.42859662801493,303.42859662801493,2,1.3331930490094237,304.79546830200707,304.79546830200707,3,0.24302244497812353,305.06972384100663,305.06972384100663,305.06972384100663,"['r', 'e', 'backspace', 'backspace', 't', 'a', 'l', 'l', 'space', 'w', 'i', 'c', 'k', 'e', 'r', 'space', 'b', 'a', 's', 'k', 'e', 't']","[3.291890007996699, 3.499789210007293, 4.291695032006828, 4.45632539698272, 4.908489642984932, 5.172961314994609, 5.466166469996097, 5.618675189005444, 5.721689683996374, 6.265150869003264, 6.3851930939999875, 7.029060173983453, 7.192600896989461, 7.35758067300776, 7.548308152996469, 7.679046264995122, 8.922302655002568, 9.042935375997331, 9.175438912992831, 9.353755571006332, 9.556307677994482, 9.810013557987986, 10.282456599990837]",tall wicker basket,315.3738779039995,,,,,,,
